page_likes,page_checkin,daily_crowd,page_category,F1,F2,F3,F4,F5,F6,F7,F8,c1,c2,c3,c4,c5,base_time,post_length,share_count,promotion,h_target,post_day,basetime_day
3032492,4584,114769,9,558,23.890214797136,8,58.291341969809,0,459,10.1157517899761,2,4,4,0,4,4,22,19,14,0,24,tuesday,wednesday
104037,0,30,14,111,7.00399467376831,4,10.9724863520373,0,105,2.68974700399467,1,3,3,0,3,3,16,98,11,0,24,wednesday,thursday
228007,0,24,16,304,12.9305816135084,2,38.3970183215367,0,296,4.25328330206379,0,2,0,2,2,-2,34,16,4,0,24,monday,tuesday
413095,0,19301,24,402,37.5746753246753,24,45.3474781464773,0,301,13.4166666666667,5,37,11,26,37,-15,30,170,40,0,24,wednesday,friday
1045111,0,34768,16,1074,26.865671641791,3,117.139823180666,0,908,12.0174129353234,1,4,0,0,4,0,63,32,11,0,24,friday,monday
257320,0,81826,20,1181,93.6965174129353,51,146.884943085684,0,663,36.4253731343284,18,33,33,0,33,33,4,110,86,0,24,thursday,thursday
50563,10358,2348,32,112,9.32347504621072,3,17.314765202678,0,100,3.07578558225508,1,0,0,0,0,0,16,160,3,0,24,monday,tuesday
55275,0,1834,13,410,5.79258241758242,2,26.635762539833,0,374,2.17582417582418,0,2,2,0,2,2,19,147,4,0,24,monday,tuesday
10145,6,15,19,2,0.295180722891566,0,0.540727670017329,0,1,0.090361445783133,0,0,0,0,0,0,17,0,11,0,24,sunday,monday
608825,150,11239,44,162,36.536231884058,31,24.1318889880706,0,113,13.3975155279503,6,34,11,23,34,-12,31,24,134,0,24,thursday,saturday
1203855,88,101567,9,641,112.684931506849,65,117.813281191024,0,328,39.9452054794521,12,30,11,19,30,-8,31,31,30,0,24,thursday,friday
264140,0,7653,24,131,25.0477386934673,23,19.7827454489906,0,117,9.7713567839196,4,34,10,24,30,-14,38,35,3,0,24,saturday,monday
1576517,0,33793,14,1244,165.057777777778,94,209.563464255145,0,931,74.5111111111111,32,128,4,53,104,-49,56,113,136,0,24,friday,sunday
16146,0,1994,36,40,5.41910828025478,4,5.79249606558383,0,32,2.04203821656051,1,4,0,0,4,0,51,75,17,0,24,monday,wednesday
7170111,70,497000,9,2173,484.785714285714,256,504.737641487827,0,2017,210.551020408163,104.5,1033,26,151,922,-125,65,97,3781,0,24,monday,wednesday
101655,0,33,8,8,0.74798927613941,0,1.53800033116113,0,7,0.28686327077748,0,0,0,0,0,0,55,66,1,0,24,thursday,sunday
5970921,53096,234501,9,1315,133.943113772455,48,229.549480134078,0,993,48.9491017964072,12.5,166,1,48,163,-47,52,0,288,0,24,sunday,tuesday
14435206,0,67363,14,1,0.07741935483871,0,0.267255679705909,0,1,0.032258064516129,0,0,0,0,0,0,10,170,1,0,24,thursday,thursday
155266,1284,2454,60,16,1.38373424971363,0,2.30156304932999,0,13,0.585337915234822,0,0,0,0,0,0,3,18,323,0,24,monday,monday
14032442,6,35154,20,783,73.5409482758621,47,108.385519037516,0,756,27.6443965517241,15.5,5,5,0,5,5,1,151,112,0,24,sunday,sunday
25281,280,65,39,78,19.55078125,15,14.7371951627387,0,60,6.80989583333333,3,32,27,5,32,22,25,0,41,0,24,friday,sunday
15064,0,0,5,8,0.935483870967742,0,1.54784936899386,0,6,0.393548387096774,0,0,0,0,0,0,6,5,24,0,24,saturday,saturday
244175,0,15135,18,378,41.7325581395349,35,40.93448379085,0,246,14.1773255813954,4,37,1,7,36,-6,59,68,4,0,24,saturday,tuesday
420838,148,606,39,344,19.8174322732627,14,26.4632265241994,0,227,7.81625441696113,3,5,5,0,5,5,10,0,13,0,24,sunday,monday
287698,0,4752,24,719,17.6029900332226,10,53.0787685626073,0,403,6.11960132890366,2,5,5,0,5,5,3,113,14,0,24,saturday,saturday
856554,0,28,16,233,50.2857142857143,25,60.2220381384674,0,226,16.2959183673469,2,25,0,12,25,-12,51,107,1,0,24,wednesday,friday
1720897,1152,10096,46,248,16.0714285714286,7,30.462887400846,0,231,5.77339901477833,1,17,1,4,16,-3,51,39,30,0,24,sunday,tuesday
1975842,35,140870,9,1126,135.782988004362,86,161.945909001512,0,985,47.9454743729553,12,80,18,62,77,-44,34,33,258,0,24,tuesday,thursday
798622,0,34668,5,1458,97.3144016227181,7,216.5536827221,0,1138,50.7910750507099,2,23,1,12,22,-11,50,930,125,0,24,saturday,monday
20189,0,66,24,14,3.21929824561403,2,3.42528977370624,0,10,1.21929824561404,0,0,0,0,0,0,8,96,3,0,24,friday,saturday
157959,0,175,18,66,13.5441860465116,9,13.5360552517837,0,53,4.92093023255814,1,8,8,0,8,8,8,107,15,0,24,sunday,monday
25879,0,1970,36,227,15.8055842812823,10,20.1817350601,0,134,6.45811789038263,3,4,4,0,4,4,9,0,55,0,24,tuesday,wednesday
421482,0,77336,18,665,156.157608695652,118.5,138.528690117196,0,394,58.5760869565217,25,69,5,35,60,-30,54,305,90,0,24,friday,monday
1155,0,17,22,18,1.94909090909091,1,2.89280441014803,0,12,0.794545454545455,0,1,1,0,1,1,9,46,2,0,24,sunday,monday
115804,0,22,46,45,8.76026490066225,7,7.2400292658861,0,40,3.25033112582781,1,6,1,5,6,-4,30,0,62,0,24,saturday,sunday
17365,0,3447,36,79,3.21637426900585,1,8.39207163853113,0,29,1.23099415204678,0,0,0,0,0,0,0,186,4,0,24,monday,monday
175201,0,54849,36,806,124.21589688507,82,124.282151900921,0,626,48.4425349087003,22,66,24,42,65,-18,27,404,38,0,24,saturday,monday
420838,148,606,39,344,19.8174322732627,14,26.4632265241994,0,227,7.81625441696113,3,35,12,23,34,-11,29,64,17,0,24,sunday,tuesday
135564,157,23,55,12,0.796610169491525,0,2.17676218126714,0,10,0.322033898305085,0,0,0,0,0,0,62,245,3,0,24,tuesday,friday
6141231,108622,290050,36,1660,244.628733997155,163,248.1919773273,0,1425,90.7724039829303,42,349,30,105,303,-75,53,27,1292,0,24,sunday,tuesday
157959,0,175,18,66,13.5441860465116,9,13.5360552517837,0,53,4.92093023255814,1,31,1,30,31,-29,30,93,1,0,24,thursday,friday
55275,0,1834,13,410,5.79258241758242,2,26.635762539833,0,374,2.17582417582418,0,2,0,2,1,-2,56,109,1,0,24,friday,sunday
16146,0,1994,36,40,5.41910828025478,4,5.79249606558383,0,32,2.04203821656051,1,8,0,0,8,0,71,85,29,0,24,sunday,wednesday
88853,0,3169,2,29,6.46653543307087,5,5.43472922026143,0,25,2.41732283464567,1,11,0,5,10,-5,57,29,12,0,13,tuesday,thursday
8580,0,589,44,5,0.46271186440678,0,0.848407941748513,0,4,0.216949152542373,0,1,1,0,1,1,16,150,4,0,24,monday,tuesday
86582,0,175,4,124,6.20748299319728,2,15.5125956653592,0,38,1.80952380952381,0,22,1,21,21,-20,47,73,35,0,24,saturday,monday
101655,0,33,8,8,0.74798927613941,0,1.53800033116113,0,7,0.28686327077748,0,0,0,0,0,0,5,118,3,0,24,sunday,sunday
2046147,0,123685,9,1411,123.083242059146,73,163.739580568996,0,1076,43.26286966046,14,316,16,67,271,-51,58,104,796,0,24,saturday,tuesday
433536,615,11192,24,118,26.5177664974619,11,29.0077171438001,0,101,9.49238578680203,2,3,0,2,2,-2,55,102,5,0,24,friday,monday
25879,0,1970,36,227,15.8055842812823,10,20.1817350601,0,134,6.45811789038263,3,18,6,8,4,-2,66,153,19,0,24,thursday,sunday
115313,0,3650,24,71,9.0828729281768,6,8.65028243593363,0,56,3.93922651933702,1,5,0,0,5,0,64,167,1,0,24,monday,thursday
1720897,1152,10096,46,248,16.0714285714286,7,30.462887400846,0,231,5.77339901477833,1,15,1,14,14,-13,40,57,19,0,24,sunday,tuesday
9774,0,2397,16,57,2.68126094570928,1,5.72210962103093,0,54,1.21891418563923,0,2,1,1,2,0,34,33,4,0,24,tuesday,thursday
623667,0,2666,26,241,7.64299424184261,1,28.6615566736655,0,144,3.34357005758157,0,0,0,0,0,0,0,139,1,0,24,tuesday,tuesday
68306,0,3811,2,113,26.4857456140351,19,23.4252219815022,0,89,10.1820175438597,4,4,0,1,3,-1,70,21,2,0,24,monday,thursday
1492303,0,187752,24,754,175.174311926606,63,227.383434964129,0,534,60.7155963302752,11,185,185,0,185,185,4,110,458,0,24,tuesday,tuesday
99033,414,1053,32,196,6.92703150912106,2,16.0447544362451,0,178,2.90215588723051,0,4,0,0,4,0,54,0,6,0,24,saturday,tuesday
23223,0,121,36,31,3.73024523160763,2,5.33312466954893,0,23,1.47411444141689,0,0,0,0,0,0,39,102,2,0,24,monday,wednesday
23055,0,67,36,472,20.3106646058733,12,39.3236197886612,0,251,7.73570324574961,2,1,0,1,1,-1,36,98,32,0,24,sunday,tuesday
6141231,108622,290050,36,1660,244.628733997155,163,248.1919773273,0,1425,90.7724039829303,42,60,60,0,60,60,16,152,163,0,24,tuesday,wednesday
810,103,4,67,6,0.988235294117647,0,1.5604985451267,0,6,0.376470588235294,0,0,0,0,0,0,34,13,1,0,24,friday,saturday
579587,0,33116,18,528,71.7519466073415,47,74.1823631862073,0,505,26.2747497219132,9,126,126,0,126,126,11,309,72,0,24,thursday,thursday
209071,0,444,55,164,3.29100529100529,1,9.55933702650008,0,73,1.11640211640212,0,2,0,2,2,-2,45,91,1,0,24,monday,wednesday
6135,0,1,14,17,2.5589519650655,1,3.70556889330372,0,15,1.02183406113537,0,1,1,0,1,1,18,78,2,0,24,friday,saturday
356059,0,27989,8,437,57.2233632862644,42,55.5818231893102,0,266,19.4531450577664,6,72,11,61,70,-50,42,17,17,0,24,monday,wednesday
220749,0,12792,18,1064,41.325,22,73.4742569463859,0,971,16.6602941176471,4,65,4,61,62,-57,39,58,5,0,24,tuesday,thursday
8471,1476,5,30,5,0.335664335664336,0,0.738019045218806,0,3,0.125874125874126,0,0,0,0,0,0,26,36,1,0,24,monday,tuesday
1576517,0,33793,14,1244,165.057777777778,94,209.563464255145,0,931,74.5111111111111,32,492,34,297,440,-263,50,94,236,0,24,sunday,wednesday
175201,0,54849,36,806,124.21589688507,82,124.282151900921,0,626,48.4425349087003,22,50,36,14,49,22,26,2543,96,0,24,friday,saturday
1959278,0,12641,18,538,21.452787258248,11,37.7694007688531,0,474,8.55972696245734,3,12,12,0,12,12,24,131,5,0,24,saturday,sunday
4526533,0,111134,9,847,63.632582322357,29,103.316009213881,0,439,26.9826689774697,9,66,5,21,53,-16,58,83,28,0,24,saturday,tuesday
27147,0,2260,28,26,4.27283511269276,3,4.81979507694317,0,21,1.58007117437722,0,0,0,0,0,0,0,391,1,0,24,saturday,saturday
16146,0,1994,36,40,5.41910828025478,4,5.79249606558383,0,32,2.04203821656051,1,0,0,0,0,0,10,51,11,0,24,tuesday,wednesday
129525,0,57099,24,274,53.2983870967742,38,49.0746600137287,0,274,23.9516129032258,7,167,21,146,156,-125,38,29,16,0,24,tuesday,thursday
2027759,0,30065,8,1436,222.104938271605,124.5,256.903873265995,0,1206,94.5123456790124,30.5,58,7,51,56,-44,40,111,1,0,24,friday,sunday
287698,0,4752,24,719,17.6029900332226,10,53.0787685626073,0,403,6.11960132890366,2,13,1,3,12,-2,65,146,12,0,24,wednesday,saturday
996915,0,86122,24,1419,160.475845410628,101.5,200.749881985118,0,1139,64.4371980676329,16.5,113,113,0,113,113,16,99,25,0,24,wednesday,thursday
16272,0,311,24,32,6.37179487179487,5,5.94873176390969,0,30,1.99038461538462,0,2,0,1,2,-1,57,263,1,0,24,friday,sunday
4913787,60,158828,9,1480,160.279761904762,117,178.273095932271,0,1248,60.5440476190476,12.5,41,4,37,39,-33,45,146,68,0,24,monday,wednesday
22042113,0,1207173,9,302,65.0974358974359,51,52.6343530560651,0,177,21.7641025641026,8,34,34,0,34,34,14,103,86,0,24,sunday,monday
965964,0,11631,9,446,37.4942166140904,19,57.6472440884201,0,359,12.2618296529968,2,79,79,0,79,79,8,117,40,0,24,saturday,saturday
9774,0,2397,16,57,2.68126094570928,1,5.72210962103093,0,54,1.21891418563923,0,8,0,7,8,-7,49,116,2,0,24,tuesday,thursday
35508,0,795,38,8,1.60180995475113,1,1.96226768347755,0,8,0.457013574660633,0,4,0,4,4,-4,49,129,2,0,24,wednesday,friday
81756,0,2947,36,208,19.3184357541899,11,26.2555500024856,0,174,8.03631284916201,2,3,2,1,3,1,45,111,18,0,24,monday,wednesday
965964,0,11631,9,446,37.4942166140904,19,57.6472440884201,0,359,12.2618296529968,2,32,32,0,32,32,18,248,54,0,24,friday,friday
2626792,2423,203562,18,1019,240.10843373494,209,206.71813135883,0,345,112.915662650602,85,363,183,180,348,3,33,82,152,0,24,monday,tuesday
996915,0,86122,24,1419,160.475845410628,101.5,200.749881985118,0,1139,64.4371980676329,16.5,181,181,0,181,181,6,60,39,0,24,monday,monday
10217,0,2,55,22,1.2258064516129,0,3.64655982306395,0,21,0.354838709677419,0,0,0,0,0,0,1,194,2,0,24,tuesday,tuesday
11384,0,226,2,58,14.9261447562777,13,9.5137548901068,0,52,5.10044313146233,2,10,1,9,9,-8,37,233,3,0,24,saturday,sunday
25723,0,3586,2,60,22.4539385847797,22,11.9806063179301,0,53,8.64485981308411,4,34,4,30,31,-26,43,146,22,0,24,saturday,monday
83580,0,6366,20,95,7.53448275862069,4,12.5316365406771,0,75,3.20344827586207,1,4,0,2,4,-2,51,171,3,0,24,sunday,wednesday
4290409,11,131422,9,1310,140.733990147783,65,206.740617521908,0,1231,58.2844827586207,13.5,100,100,0,100,100,21,122,41,0,24,thursday,friday
16146,0,1994,36,40,5.41910828025478,4,5.79249606558383,0,32,2.04203821656051,1,2,0,1,2,-1,60,25,23,0,24,monday,thursday
213787,0,1058,14,169,22.1355311355311,14,26.400825921423,0,143,8.55311355311355,3,17,17,0,17,17,21,79,24,0,24,friday,saturday
416948,0,57260,18,1289,91.5852390852391,54,118.06372495436,0,656,34.950103950104,11,19,11,8,18,3,31,127,34,0,24,thursday,friday
3002207,0,47567,3,794,23.7297650130548,7,63.2031523051065,0,631,10.8629242819843,2,0,0,0,0,0,43,100,1,0,24,monday,wednesday
683375,21076,16319,31,448,50.9388111888112,25,73.5186201901984,0,351,17.6101398601399,4,6,0,4,6,-4,54,205,25,0,24,friday,sunday
609152,1,16856,18,710,41.6978557504873,23,73.9211972759386,0,363,16.7348927875244,5,67,15,37,49,-22,49,170,88,0,24,friday,sunday
7564986,0,123241,12,45,3.42481751824817,1,5.71633312384424,0,38,1.26423357664234,0,0,0,0,0,0,1,130,11,0,24,wednesday,wednesday
416948,0,57260,18,1289,91.5852390852391,54,118.06372495436,0,656,34.950103950104,11,71,2,69,69,-67,48,71,25,0,24,friday,sunday
8471,1476,5,30,5,0.335664335664336,0,0.738019045218806,0,3,0.125874125874126,0,0,0,0,0,0,46,27,2,0,24,tuesday,thursday
1548,0,581,16,171,7.67577413479053,3,17.5008866700171,0,120,3.1384335154827,0,0,0,0,0,0,40,127,56,0,24,thursday,saturday
149139,0,145,14,116,2.40318302387268,1,9.37951888338328,0,87,1.25729442970822,0,0,0,0,0,0,12,113,4,0,24,sunday,monday
14363,0,675,68,17,1.18257261410788,0,2.13055892865268,0,17,0.49792531120332,0,1,0,1,1,-1,32,132,2,0,24,thursday,friday
1259,0,0,2,99,11.5294117647059,8,15.4811208035675,0,97,4.10924369747899,0,6,6,0,6,6,11,286,2,0,24,thursday,thursday
2470711,36,271475,9,1445,196.810140237325,132,214.501234232466,0,1080,68.4056094929881,14,230,0,16,214,-16,71,127,704,0,24,friday,monday
8044,198,104,101,4,1.10555555555556,1,1.22699824423592,0,4,0.45,0,1,0,1,1,-1,32,222,1,0,24,monday,tuesday
1203855,88,101567,9,641,112.684931506849,65,117.813281191024,0,328,39.9452054794521,12,15,0,1,15,-1,67,53,46,0,24,thursday,sunday
367390,0,2678,100,110,11.8281750266809,6,15.4302000580234,0,96,4.55923159018143,2,9,0,3,9,-3,54,201,110,0,24,saturday,monday
5780,0,1387,15,12,2.70121951219512,1,3.31879326814619,0,9,0.963414634146341,0,0,0,0,0,0,19,30,1,0,24,sunday,monday
66311,600,442,75,6,0.818181818181818,1,1.14692065865307,0,5,0.257575757575758,0,1,0,0,1,0,61,28,5,0,24,saturday,tuesday
3544586,122388,227617,9,1535,144.697167755991,92.5,185.198879770454,0,1401,54.8464052287582,17,96,4,55,91,-51,49,92,249,0,24,monday,wednesday
165002,0,25302,36,638,64.7284234752589,32,86.1601254224918,0,507,27.6559263521289,7,251,17,75,214,-58,56,35,874,0,24,sunday,wednesday
14691,0,4072,16,639,30.8850574712644,9,67.5523084314813,0,548,14.9109195402299,2.5,5,1,4,4,-3,42,165,2,0,24,thursday,saturday
12802,4,31,29,18,2.13478260869565,0,3.98083547006122,0,13,0.726086956521739,0,0,0,0,0,0,12,0,1,0,24,sunday,monday
3002207,0,47567,3,794,23.7297650130548,7,63.2031523051065,0,631,10.8629242819843,2,25,1,8,21,-7,60,199,3,0,24,monday,thursday
25281,280,65,39,78,19.55078125,15,14.7371951627387,0,60,6.80989583333333,3,14,0,0,14,0,72,336,11,0,24,sunday,wednesday
138542,0,1687,18,157,18.8957816377171,10,27.3909125694374,0,141,7.10669975186104,2,3,0,3,3,-3,58,448,14,0,24,tuesday,thursday
413095,0,19301,24,402,37.5746753246753,24,45.3474781464773,0,301,13.4166666666667,5,29,0,2,27,-2,72,107,1,0,24,friday,monday
189,0,4,4,2,0.361111111111111,0,0.50841681160342,0,2,0.166666666666667,0,1,0,0,1,0,54,339,1,0,24,sunday,tuesday
1155,0,17,22,18,1.94909090909091,1,2.89280441014803,0,12,0.794545454545455,0,3,3,0,3,3,12,113,1,0,24,friday,saturday
2001197,0,1053,2,194,24.8542857142857,15,32.5451584536857,0,152,9.70571428571429,1,15,15,0,15,15,3,75,16,0,24,tuesday,tuesday
4233,0,1005,18,45,5.8895486935867,4,6.89975110815726,0,41,2.31947743467933,1,11,0,5,11,-5,52,25,3,0,24,saturday,monday
37149,0,24,90,93,15.9291666666667,10,17.6931949999302,0,91,5.87083333333333,1,3,0,3,3,-3,30,69,14,0,24,sunday,monday
25723,0,3586,2,60,22.4539385847797,22,11.9806063179301,0,53,8.64485981308411,4,6,6,0,6,6,7,138,1,0,24,sunday,sunday
115804,0,22,46,45,8.76026490066225,7,7.2400292658861,0,40,3.25033112582781,1,7,0,1,7,-1,60,0,69,0,24,sunday,wednesday
1720897,1152,10096,46,248,16.0714285714286,7,30.462887400846,0,231,5.77339901477833,1,10,6,4,10,2,31,103,24,0,24,thursday,saturday
365591,2096,6531,9,228,30.8823529411765,15,36.3718192573952,0,186,13.0995475113122,3,25,1,2,22,-1,62,58,18,0,24,friday,sunday
115804,0,22,46,45,8.76026490066225,7,7.2400292658861,0,40,3.25033112582781,1,12,1,2,11,-1,59,25,18,0,24,monday,wednesday
99033,414,1053,32,196,6.92703150912106,2,16.0447544362451,0,178,2.90215588723051,0,23,23,0,23,23,18,27,48,0,24,thursday,friday
2492690,0,155048,24,674,300.333333333333,254,223.390539936975,10,529,154.277777777778,74,251,31,122,209,-91,51,31,107,0,24,sunday,tuesday
51890,0,4376,66,166,28.168458781362,24,27.2886523370093,0,157,10.6451612903226,2,4,0,2,4,-2,60,82,1,0,24,saturday,tuesday
2001197,0,1053,2,194,24.8542857142857,15,32.5451584536857,0,152,9.70571428571429,1,13,13,0,13,13,2,144,15,0,24,friday,friday
367390,0,2678,100,110,11.8281750266809,6,15.4302000580234,0,96,4.55923159018143,2,4,4,0,4,4,9,22,29,0,24,wednesday,thursday
2516731,0,20529,21,141,9.32667617689016,4,15.199678611527,0,64,3.31811697574893,1,12,12,0,12,12,24,76,221,0,24,tuesday,wednesday
98168,0,1843,36,393,34.4348290598291,21,45.7562057882116,0,195,12.0320512820513,5,71,8,26,62,-18,54,21,1351,0,24,saturday,tuesday
8070687,421,278406,9,1682,396.757785467128,270,357.168807777324,0,1570,157.544982698962,37,1204,8,1196,1196,-1188,47,146,294,0,24,saturday,monday
6991,0,550,80,45,2.91866028708134,1,5.02891982127431,0,30,1.00318979266348,0,1,1,0,1,1,5,165,1,0,24,monday,tuesday
209071,0,444,55,164,3.29100529100529,1,9.55933702650008,0,73,1.11640211640212,0,1,0,1,1,-1,35,79,3,0,24,tuesday,wednesday
572325,0,27248,24,361,32.2658079625293,17,44.7506317461263,0,238,10.3138173302108,3,16,0,2,16,-2,60,156,36,0,24,thursday,sunday
25247,393,6182,24,127,19.4282051282051,15,17.8011444276002,0,110,8.28461538461539,3,11,2,9,11,-7,34,0,49,0,24,sunday,monday
42440,0,5337,8,39,10.5878787878788,7,9.21855038810522,0,28,3.58181818181818,1,20,1,3,17,-2,64,131,2,0,24,tuesday,friday
220749,0,12792,18,1064,41.325,22,73.4742569463859,0,971,16.6602941176471,4,25,2,1,22,1,71,59,17,0,24,thursday,sunday
3611,0,16,45,6,0.333333333333333,0,0.986683826534606,0,6,0.132275132275132,0,0,0,0,0,0,58,56,1,0,24,friday,monday
12802,4,31,29,18,2.13478260869565,0,3.98083547006122,0,13,0.726086956521739,0,0,0,0,0,0,41,0,1,0,24,thursday,saturday
12502094,1,36292,14,1430,174.251833740831,114,197.560656162571,0,594,62.2420537897311,25,33,33,0,33,33,1,0,262,0,24,saturday,saturday
104037,0,30,14,111,7.00399467376831,4,10.9724863520373,0,105,2.68974700399467,1,0,0,0,0,0,18,74,1,0,24,tuesday,tuesday
138542,0,1687,18,157,18.8957816377171,10,27.3909125694374,0,141,7.10669975186104,2,12,6,6,12,0,26,175,13,0,24,sunday,monday
7461335,1478,218090,9,1282,190.655296229803,119,205.137077333876,0,1011,70.657091561939,25,0,0,0,0,0,0,611,349,0,24,friday,friday
39611,3243,612,32,137,4.25663716814159,1,14.8221185837528,0,107,1.50442477876106,0,0,0,0,0,0,21,1047,1,0,24,tuesday,wednesday
1959278,0,12641,18,538,21.452787258248,11,37.7694007688531,0,474,8.55972696245734,3,18,0,1,17,-1,64,207,65,0,24,friday,monday
608825,150,11239,44,162,36.536231884058,31,24.1318889880706,0,113,13.3975155279503,6,44,0,2,43,-2,68,30,22,0,24,saturday,tuesday
99033,414,1053,32,196,6.92703150912106,2,16.0447544362451,0,178,2.90215588723051,0,1,0,1,1,-1,42,1145,1,0,24,sunday,tuesday
1872,0,0,16,11,0.781481481481481,0,1.71281380731998,0,11,0.318518518518519,0,1,1,0,1,1,17,0,1,0,24,tuesday,wednesday
1045111,0,34768,16,1074,26.865671641791,3,117.139823180666,0,908,12.0174129353234,1,2,0,0,2,0,70,0,198,0,24,friday,monday
25879,0,1970,36,227,15.8055842812823,10,20.1817350601,0,134,6.45811789038263,3,20,1,14,19,-13,50,179,49,0,24,wednesday,friday
22665,0,15605,92,246,47.8640483383686,37,42.8146388472803,0,246,18.0377643504532,4,44,44,0,44,44,24,177,2,0,24,saturday,sunday
37149,0,24,90,93,15.9291666666667,10,17.6931949999302,0,91,5.87083333333333,1,2,2,0,2,2,9,113,2,0,24,tuesday,tuesday
24148,18,249,82,2,0.152173913043478,0,0.50936410929826,0,1,0.043478260869565,0,0,0,0,0,0,57,352,2,0,24,sunday,wednesday
264140,0,7653,24,131,25.0477386934673,23,19.7827454489906,0,117,9.7713567839196,4,31,31,0,31,31,4,46,14,0,24,wednesday,thursday
1720897,1152,10096,46,248,16.0714285714286,7,30.462887400846,0,231,5.77339901477833,1,0,0,0,0,0,0,0,14,0,24,monday,monday
17365,0,3447,36,79,3.21637426900585,1,8.39207163853113,0,29,1.23099415204678,0,2,0,2,2,-2,50,550,27,0,24,friday,sunday
1425417,185,84153,18,770,99.9076923076923,74.5,109.221260691233,0,610,36.4192307692308,12.5,17,1,3,13,-2,66,36,5,0,24,tuesday,thursday
572325,0,27248,24,361,32.2658079625293,17,44.7506317461263,0,238,10.3138173302108,3,8,4,4,7,0,38,198,16,0,24,thursday,saturday
297702,148,488,55,164,5.79537366548043,3,12.2442133889923,0,135,2.2135231316726,0,4,0,4,4,-4,45,89,1,0,24,thursday,saturday
1548,0,581,16,171,7.67577413479053,3,17.5008866700171,0,120,3.1384335154827,0,9,0,5,4,-5,71,103,1,0,24,tuesday,friday
579587,0,33116,18,528,71.7519466073415,47,74.1823631862073,0,505,26.2747497219132,9,52,0,2,52,-2,67,87,1,0,24,friday,monday
623667,0,2666,26,241,7.64299424184261,1,28.6615566736655,0,144,3.34357005758157,0,4,1,3,4,-2,46,158,27,0,24,monday,wednesday
6135,0,1,14,17,2.5589519650655,1,3.70556889330372,0,15,1.02183406113537,0,1,0,1,1,-1,36,127,32,0,24,monday,wednesday
213787,0,1058,14,169,22.1355311355311,14,26.400825921423,0,143,8.55311355311355,3,13,2,8,11,-6,50,61,13,0,24,thursday,saturday
160261,0,4347,28,96,21.6206896551724,17,21.486184483577,0,79,8.96551724137931,3,2,0,2,2,-2,47,64,1,0,24,thursday,saturday
1845,191,45,32,6,1.14285714285714,0,1.62380254152947,0,3,0.457142857142857,0,0,0,0,0,0,2,88,1,0,24,monday,monday
316982,0,61205,42,190,17.1809369951535,7,28.5742446210718,0,159,7.05169628432956,2,19,19,0,19,19,2,64,1,0,24,tuesday,tuesday
16272,0,311,24,32,6.37179487179487,5,5.94873176390969,0,30,1.99038461538462,0,0,0,0,0,0,23,253,2,0,24,wednesday,thursday
454393,0,66403,96,175,12.6560693641619,3,24.3442360185048,0,175,6.50578034682081,1,3,3,0,3,3,16,143,6,0,24,tuesday,wednesday
3002026,0,77240,9,831,71.3169456066946,36,100.158561349448,0,539,26.5083682008368,6,124,124,0,124,124,16,55,429,0,24,sunday,sunday
246883,15,10884,24,811,21.2665406427221,5,66.4504508294944,0,377,8.65595463137996,1,7,6,1,7,5,25,48,13,0,24,tuesday,wednesday
21292,40768,525,32,20,2.94137931034483,2,3.62177487841483,0,17,1.26206896551724,0,1,0,1,1,-1,55,72,1,0,24,monday,wednesday
572325,0,27248,24,361,32.2658079625293,17,44.7506317461263,0,238,10.3138173302108,3,6,1,5,5,-4,41,69,2,0,24,friday,saturday
1259,0,0,2,99,11.5294117647059,8,15.4811208035675,0,97,4.10924369747899,0,14,14,0,14,14,20,259,6,0,24,tuesday,wednesday
17942,0,264,16,10,0.996153846153846,0,2.01627622673214,0,7,0.361538461538461,0,0,0,0,0,0,38,17,1,0,24,tuesday,wednesday
6109,257,1,13,33,2.63846153846154,0,5.65957846507731,0,20,1.1,0,0,0,0,0,0,10,230,1,0,24,sunday,monday
68306,0,3811,2,113,26.4857456140351,19,23.4252219815022,0,89,10.1820175438597,4,19,2,17,17,-15,48,7,5,0,24,wednesday,friday
15064,0,0,5,8,0.935483870967742,0,1.54784936899386,0,6,0.393548387096774,0,1,1,0,1,1,6,17,2,0,24,thursday,thursday
656085,0,62122,39,165,30.0246913580247,17,38.0370650862812,0,142,11.2283950617284,2,9,3,6,6,-3,47,42,22,0,24,wednesday,friday
6991,0,550,80,45,2.91866028708134,1,5.02891982127431,0,30,1.00318979266348,0,1,0,1,1,-1,42,463,4,0,24,monday,wednesday
2736,491,277,54,18,1.55035971223022,0,2.80210286145007,0,13,0.60431654676259,0,1,0,1,1,-1,51,175,2,0,24,thursday,saturday
497,0,0,16,4,0.36405529953917,0,0.768743158034535,0,4,0.184331797235023,0,0,0,0,0,0,16,368,1,0,24,wednesday,thursday
37149,0,24,90,93,15.9291666666667,10,17.6931949999302,0,91,5.87083333333333,1,10,10,0,10,10,3,19,2,0,24,sunday,sunday
142636,0,19782,9,146,24.4545454545455,17,25.7095795247383,0,132,9.11454545454546,3,20,20,0,20,20,24,58,60,0,24,thursday,friday
1251509,732,46184,9,724,50.6346153846154,20,97.7678232513827,0,707,23.0730769230769,5,59,6,9,53,-3,55,123,6,0,24,monday,wednesday
7564986,0,123241,12,45,3.42481751824817,1,5.71633312384424,0,38,1.26423357664234,0,1,0,0,1,0,72,153,25,0,24,wednesday,saturday
